uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18345260,Admiralty Road,_Geographics,"A road which connects Woodlands Centre Road and Admiralty Road West. Its name reflects the area's association with the large British naval base which was established here between 1923 and 1941. The road was developed in 1923 by the British, which ran through the naval base area. The residence of the Rear Admiral of the British Navy then was located in this area.",na,1.4443199,103.7767298,na,na,street,na,na,na
18345111,Admiralty Road East,_Geographics,A road which connects Admiralty Road West and Sembawang Road. Its name reflects the area's association with the large British naval base which was established here between 1923 and 1941.,na,1.4568627,103.8298209,na,na,street,na,na,na
18345112,Admiralty Road West,_Geographics,Road that merges into Admiralty Road East at one end and branches into Admiralty Road and Marsiling Lane at the other. Its name reflects the area's association with the large British naval base which was established here between 1923 and 1941.,na,1.4586759,103.8035416,na,na,street,na,na,na
18488241,Admiralty Secondary School,_Organisations,Government secondary school that started in 2002. The school shared the premises of Evergreen Secondary School before moving to its Woodlands Crescent premises in December 2002.,Admiralty Secondary School,na,na,na,na,na,2002,na,na
18345140,Admiralty Street,_Geographics,A road off Sembawang Drive. Its name reflects the area's association with the large British naval base which was established here between 1923 and 1941.,na,1.4592144,103.8188376,na,na,street,na,na,na
18342787,Admiralty West Prison (Place),_GeoBuildings,"A jailhouse run by the Singapore Prison Service, a government agency under the Ministry of Home Affairs. It ceased operation on 4 July 2018, and inmates were relocated to Institution TM2 at 10 Tanah Merah Besar Road.",na,1.449137,103.782088,na,na,prison,na,na,na
18338588,Adnan Saidi,_People,"A lieutenant of the Malay Regiment's 1st Battalion who led his men in the Battle of Opium Hill (Bukit Chandu), off Pasir Panjang, fighting the Japanese in one of the fiercest battles in Singapore during the Second World War. When the Japanese captured him, they tortured him before killing him and burning his body. Adnan received medals posthumously for his courage. His name is etched on the main memorial column wall of the Kranji War Cemetery.",Adnan Saidi,na,na,1915,1942,na,na,na,Army officer
18545036,"Advertising Media Owners Association, Singapore",_Organisations,Trade organisation representing advertising media owners. Develops the advertising industry and researches on the impact of advertising media on the public. Founding members include the Straits Times and Readers' Digest.,na,na,na,na,na,na,1973,na,na
18608938,"Aeria, James",_People,"Commander of the Singapore Maritime Command (1970-1975). Regarded as the first navy chief of Singapore, he is known for the establishment of a navy for Singapore since 1968.",James Aeria,na,na,1931,1994,na,na,na,Naval officer
18593582,Affandi (Artist),_People,"Indonesian artist who is widely regarded as the founding father of modern Indonesian art. He was often referred to as the Indonesian Van Gogh. The house he designed for himself in Yogyakarta is now the Affandi Museum with some 250 of his paintings, and he is buried in the museum grounds.",Affandi,na,na,1907,1990,na,na,na,Painter (Art)
18584617,Agency for Care Effectiveness,_Organisations,"National health technology assessment agency in Singapore set up by the Ministry of Health. It evaluates drugs, devices and medical services using established methods to compare them with alternative options in order to identify tests and treatments that are clinically effective and offer the best value for patients. These recommendations are published on their website.",Agency for Care Effectiveness,na,na,na,na,na,2015,na,na
18338826,Agency for Integrated Care,_Organisations,"The national care integrator set up by the Ministry of Health (MOH) to oversee, coordinate and facilitate all efforts in care integration. It was renamed from Integrated Care Services in 2008, and restructured as an independent corporate entity under MOH Holdings in 2009. In 2018, the Silver Generation Office merged with the agency when it was designated as the agency to coordinate the delivery of aged care services, and to enhance service development and capability-building across both the health and social domains.",Agency for Integrated Care,na,na,na,na,na,2008,na,na
18588859,Agni Koothu,_Organisations,Avant-garde Tamil theatre company founded in 1991. It produces experimental Tamil plays under artistic director Elangovan.,Agni Koothu,na,na,na,na,na,1991,na,na
18487954,Agri-Food & Veterinary Authority of Singapore,_Organisations,"Statutory board formed from the restructuring of the Primary Production Department. Its role is to ensure a resilient supply of safe food, safeguard the health of animals and facilitate agri-trade for the well-being of Singapore. Koh Poh Tiong, then CEO of Asia Pacific Breweries, was appointed as its first chairman. It was announced in July 2018 that the AVA would be dissolved, with its functions split between two new agencies, Singapore Food Agency, and Animal and Veterinary Service under NParks in April 2019.",Agri-Food & Veterinary Authority of Singapore,na,na,na,na,na,2000,2019,na
18543586,"Aguinaldo, Leonardo",_People,"Filipino artist who was awarded the Thirteen Artists Award by the Cultural Center of the Philippines in 2003. He won the grand prize in the ASEAN Art Award sponsored by Philip Morris Asia-Pacific in Bangkok, Thailand, earning him the title of ""Best Emerging ASEAN artist of 2004"".",Leonardo Aguinaldo,na,na,1967,na,na,na,na,Painter (Art)
18594302,Agus Kamal,_People,"Painter and sculptor whose works can be found in the collections of the Galeri Nasional Indonesia, Fukuoka Asian Art Museum and Singapore Art Museum.",Agus Kamal,na,na,1956,na,na,na,na,Painter | Sculptor
18345728,Ah Hood Road,_Geographics,"A road located between Balestier Road and Jalan Rajah. It was named after Wee Ah Hood (1826-1875), a wealthy Teochew businessman who owned a shop, Chop Hoon Hong, at Telok Ayer Street.",na,1.3276657,103.8466428,na,na,street,na,na,na
18344351,Ah Soo Garden,_Geographics,"A road located off Lorong Ah Soo in Hougang. It was named after Ng Ah Soo (alias Ng Thye Hiong), a landowner who lived in the area.",na,1.3502326,103.8835942,na,na,street,na,na,na
18344352,Ah Soo Walk,_Geographics,"A road located off Lorong Ah Soo in Hougang. It was named after Ng Ah Soo (alias Ng Thye Hiong), a landowner who lived in the area.",na,1.3508301,103.8840762,na,na,street,na,na,na
18490477,Ahli Fiqir (Musical group),_Organisations,"Malay hip-hop musical group originating from Singapore and based in Malaysia. The group was known for hits such as ""Angguk Angguk Geleng Geleng"", ""Hari Ini Dalam Sejarah"" and ""Samseng"".",Ahli Fiqir,na,na,na,na,na,2002,2010,na
18594321,Ahmad Abu Bakar,_People,"Installation artist, sculptor and ceramicist. His works were featured in several exhibitions both locally and abroad, including Jakarta Contemporary Ceramics Biennale (2009) and Singapore Biennale 2016: An Atlas of Mirrors (2016), in which the theme of ""Tanah (Land) & Air (Water)"" was explored in relation to the notion of homeland. He also co-curated exhibitions, including ""Tok Selampit Millenniumin"" in 2004 at Jendela, showcasing Singaporean Malay artists and ""Mapped"" in 2007, which featured contemporary ceramicists from Singapore, Indonesia, Malaysia, and Vietnam.",Ahmad Abu Bakar,na,na,1963,na,na,na,na,Sculptor | Academic
18560840,Ahmad Afandi Jamari,_People,"Teacher and Malay-language writer known for his short stories, such as ""Hidup Seribu Tahun"" published in 1999. His work entitled ""Contemporary Shelter"" won first prize in the 1972 National Book Development Council of Singapore's Short Story Writing Competition, while ""Cerpen Mans Gila"" won the Malay Language Council, Singapore Literary Prize in 1993.",Ahmad Afandi Jamari,na,na,1946,na,na,na,na,Teacher | Writer
18560841,Ahmad Awang,_People,"Writer. Script writer for radio, television and stage dramas. Also a short story writer whose works were published in various magazines. Played an active role in the Malay literary association Angkatan Sasterawan (ASAS '50).",Ahmad Awang,na,na,1939,na,na,na,na,Writer
18589576,Ahmad Azmi bin Haji Mohamed,_People,"Composer and coordinator in the National Day Parade in 2002. His composition ‘Heart Beat’ was performed in the parade. He is also the producer of the album Suara Juara. In 1993, he presented a paper on traditional music at the ASEAN Composers Forum. He organised the Regional Malay Percussion (Fiesta Gendang & Rebana Nusantar) in Singapore in 1994.",Ahmad Azmi bin Haji Mohamed,na,na,na,na,na,na,na,Composer
18486517,Ahmad Daud,_People,"Singer and actor who was popular in Singapore and Malaysia in the 1960s. Songs sung by him include ""Menunggu nasi minyak"". He also acted in films such as ""Siapa Besar"". He was also a part-time DJ, and hosted the show The Ahmad Daud Show on RTM TV1 in the 1970s.",Ahmad Daud,na,na,1932,2002,na,na,na,Singer | Actor
18593934,Ahmad Fuad Osman,_People,Malaysian artist who was also one of the founding members of the group Matahati.,Ahmad Fuad Osman,na,na,1969,na,na,na,na,Artist
18592390,Ahmad Gaus,_People,"Writer, researcher, lecturer and activist. He works at the Film Censorship Institute of Indonesia and has written more than 20 books.",Ahmad Gaus,na,na,1968,na,na,na,na,Writer
18540422,Ahmad Ibrahim,_People,"Malay political leader. He was an active unionist at All-Singapore Fire Brigade Employees Union and Naval Base Labour Union. He was Member of the Legislative Assembly for Sembawang (1955-1962), Minister for Health (1959-1961) and Minister for Labour (1961-1962). He died while in office in 1962, and was accorded a state funeral.",Ahmad Ibrahim,na,na,1927,1962,na,na,na,Cabinet Minister | Politician | Trade unionist
18533553,Ahmad Ibrahim Mosque (Place),_GeoBuildings,"A mosque built in 1958. Since then, it has undergone several renovation and repairs works. Known earlier as Masjid Nee Soon, it was renamed in 1970 after Mr Ahmad Ibrahim, member of the Legislative Assembly for Sembawang and also the Minister of Health and later Minister of Labour, for his contributions towards the Mosque. The Mosque is managed by a group of volunteers overseen by the Islamic Religious Council of Singapore (MUIS).",na,1.406609,103.820459,na,na,mosque,na,na,na
18488062,Ahmad Ibrahim Primary School,_Organisations,"Primary school named after Ahmad Ibrahim, former Member of Parliament for Sembawang who had also served as Minister for Health and Minister for Labour. When it opened, most of its students came from the defunct Sembawang School. It turned single session in 2003.",Ahmad Ibrahim Primary School,na,na,na,na,na,1995,na,na
18488242,Ahmad Ibrahim Secondary School,_Organisations,"Government secondary school that started in 1963 as an integrated school. It was named after Ahmad Ibrahim, Minister of Health (1959) and the Minister of Labour (1961).",Ahmad Ibrahim Secondary School,na,na,na,na,na,1963,na,na
